,date_eod,close,high,low,hilow,volume
49,1988-01-18,1.890625,1.890625,1.84375,1.8671875,481600
50,1988-01-19,1.90625,1.90625,1.890625,1.8984375,152800
51,1988-01-20,1.84375,1.890625,1.84375,1.8671875,446400
52,1988-01-21,1.84375,1.859375,1.84375,1.8515625,28000
53,1988-01-22,1.890625,1.890625,1.859375,1.875,100800
54,1988-01-25,1.90625,1.90625,1.875,1.890625,687200
55,1988-01-26,1.875,1.90625,1.875,1.890625,673600
56,1988-01-27,1.84375,1.890625,1.78125,1.8359375,281600
57,1988-01-28,1.84375,1.84375,1.8125,1.828125,198400
58,1988-01-29,1.84375,1.859375,1.828125,1.84375,189600
59,1988-02-01,1.875,1.890625,1.84375,1.8671875,235200
60,1988-02-02,1.953125,1.953125,1.859375,1.90625,769600
61,1988-02-03,1.921875,1.96875,1.921875,1.9453125,520000
62,1988-02-04,1.890625,1.9375,1.890625,1.9140625,41600
63,1988-02-05,1.9375,1.953125,1.890625,1.921875,264800
64,1988-02-08,1.890625,1.90625,1.875,1.890625,184000
65,1988-02-09,1.875,1.890625,1.859375,1.875,336800
66,1988-02-10,1.890625,1.890625,1.875,1.8828125,78400
67,1988-02-11,1.890625,1.90625,1.890625,1.8984375,280800
68,1988-02-12,1.90625,1.90625,1.890625,1.8984375,552800
69,1988-02-16,1.921875,1.921875,1.90625,1.9140625,431200
70,1988-02-17,1.9375,1.9375,1.90625,1.921875,428800
71,1988-02-18,1.9375,1.953125,1.921875,1.9375,354400
72,1988-02-19,1.984375,1.984375,1.9375,1.9609375,547200
73,1988-02-22,2.03125,2.0625,2.0,2.03125,589600
74,1988-02-23,2.0,2.046875,1.96875,2.0078125,613600
75,1988-02-24,2.03125,2.03125,2.0,2.015625,136800
76,1988-02-25,2.03125,2.046875,2.015625,2.03125,466400
77,1988-02-26,2.0,2.03125,1.984375,2.0078125,117600
78,1988-02-29,1.96875,2.015625,1.953125,1.984375,352000
79,1988-03-01,2.0,2.046875,1.984375,2.015625,611200
80,1988-03-02,2.015625,2.015625,2.0,2.0078125,814400
81,1988-03-03,2.03125,2.046875,2.0,2.0234375,550400
82,1988-03-04,2.046875,2.046875,2.015625,2.03125,418400
83,1988-03-07,2.09375,2.09375,2.0625,2.078125,630400
84,1988-03-08,2.125,2.171875,2.109375,2.140625,394400
85,1988-03-09,2.1875,2.296875,2.125,2.2109375,685600
86,1988-03-10,2.140625,2.203125,2.109375,2.15625,416800
87,1988-03-11,2.25,2.25,2.015625,2.1328125,568000
88,1988-03-14,2.453125,2.453125,2.265625,2.359375,1667200
89,1988-03-15,2.46875,2.5,2.40625,2.453125,712000
90,1988-03-16,2.484375,2.578125,2.40625,2.4921875,2500800
91,1988-03-17,2.515625,2.546875,2.5,2.5234375,1036000
92,1988-03-18,2.53125,2.546875,2.53125,2.5390625,1172000
93,1988-03-21,2.53125,2.5625,2.53125,2.546875,205600
94,1988-03-22,2.546875,2.59375,2.546875,2.5703125,574400
95,1988-03-23,2.484375,2.5625,2.46875,2.515625,481600
96,1988-03-24,2.421875,2.484375,2.421875,2.453125,219200
97,1988-03-25,2.4375,2.484375,2.421875,2.453125,152800
98,1988-03-28,2.421875,2.46875,2.390625,2.4296875,284800
99,1988-03-29,2.4375,2.453125,2.421875,2.4375,668800
100,1988-03-30,2.421875,2.453125,2.421875,2.4375,68800
101,1988-03-31,2.40625,2.40625,2.375,2.390625,620800
102,1988-04-04,2.375,2.40625,2.375,2.390625,628000
103,1988-04-05,2.40625,2.40625,2.375,2.390625,185600
104,1988-04-06,2.46875,2.46875,2.40625,2.4375,653600
105,1988-04-07,2.46875,2.46875,2.4375,2.453125,274400
106,1988-04-08,2.5,2.5,2.453125,2.4765625,552800
107,1988-04-11,2.515625,2.515625,2.484375,2.5,230400
108,1988-04-12,2.5625,2.5625,2.5,2.53125,178400
109,1988-04-13,2.5625,2.59375,2.53125,2.5625,729600
110,1988-04-14,2.5,2.5625,2.5,2.53125,180800
111,1988-04-15,2.46875,2.515625,2.46875,2.4921875,516000
112,1988-04-18,2.5625,2.5625,2.46875,2.515625,628800
113,1988-04-19,2.5625,2.5625,2.546875,2.5546875,244000
114,1988-04-20,2.5,2.53125,2.5,2.515625,1277600
115,1988-04-21,2.578125,2.578125,2.5,2.5390625,724000
116,1988-04-22,2.59375,2.625,2.578125,2.6015625,220000
117,1988-04-25,2.625,2.65625,2.5625,2.609375,844000
118,1988-04-26,2.5,2.53125,2.4375,2.484375,282400
119,1988-04-27,2.5625,2.5625,2.5,2.53125,68000
120,1988-04-28,2.5625,2.5625,2.515625,2.5390625,37600
121,1988-04-29,2.5625,2.5625,2.53125,2.546875,66400
122,1988-05-02,2.5625,2.640625,2.5625,2.6015625,116800
123,1988-05-03,2.609375,2.609375,2.5625,2.5859375,74400
124,1988-05-04,2.625,2.625,2.609375,2.6171875,176800
125,1988-05-05,2.671875,2.734375,2.625,2.6796875,168800
126,1988-05-06,2.640625,2.6875,2.609375,2.6484375,216800
127,1988-05-09,2.609375,2.65625,2.578125,2.6171875,292000
128,1988-05-10,2.578125,2.625,2.578125,2.6015625,372000
129,1988-05-11,2.5625,2.59375,2.484375,2.5390625,554400
130,1988-05-12,2.578125,2.578125,2.5625,2.5703125,286400
131,1988-05-13,2.546875,2.59375,2.546875,2.5703125,97600
132,1988-05-16,2.484375,2.53125,2.453125,2.4921875,505600
133,1988-05-17,2.484375,2.5,2.46875,2.484375,314400
134,1988-05-18,2.40625,2.5,2.40625,2.453125,1774400
135,1988-05-19,2.4375,2.4375,2.296875,2.3671875,1282400
136,1988-05-20,2.46875,2.5,2.46875,2.484375,402400
137,1988-05-23,2.453125,2.46875,2.375,2.421875,220800
138,1988-05-24,2.390625,2.484375,2.390625,2.4375,116800
139,1988-05-25,2.46875,2.484375,2.390625,2.4375,273600
140,1988-05-26,2.421875,2.4375,2.40625,2.421875,183200
141,1988-05-27,2.375,2.421875,2.375,2.3984375,334400
142,1988-05-31,2.40625,2.421875,2.328125,2.375,182400
143,1988-06-01,2.421875,2.4375,2.40625,2.421875,118400
144,1988-06-02,2.40625,2.421875,2.375,2.3984375,99200
145,1988-06-03,2.375,2.40625,2.34375,2.375,90400
146,1988-06-06,2.375,2.375,2.34375,2.359375,41600
147,1988-06-07,2.40625,2.40625,2.359375,2.3828125,33600
148,1988-06-08,2.578125,2.59375,2.421875,2.5078125,800000
149,1988-06-09,2.625,2.625,2.5625,2.59375,429600
150,1988-06-10,2.609375,2.625,2.59375,2.609375,257600
151,1988-06-13,2.703125,2.703125,2.625,2.6640625,91200
152,1988-06-14,2.75,2.78125,2.703125,2.7421875,403200
153,1988-06-15,2.75,2.78125,2.75,2.765625,168800
154,1988-06-16,2.796875,2.8125,2.75,2.78125,390400
155,1988-06-17,2.796875,2.8125,2.75,2.78125,566400
156,1988-06-20,2.890625,2.890625,2.796875,2.84375,504000
157,1988-06-21,2.875,2.953125,2.875,2.9140625,378400
158,1988-06-22,2.875,2.9375,2.84375,2.890625,316000
159,1988-06-23,2.890625,2.90625,2.875,2.890625,77600
160,1988-06-24,2.84375,2.859375,2.8125,2.8359375,47200
161,1988-06-27,2.84375,2.890625,2.84375,2.8671875,281600
162,1988-06-28,2.84375,2.84375,2.765625,2.8046875,119200
163,1988-06-29,2.84375,2.875,2.84375,2.859375,84800
164,1988-06-30,2.8125,2.828125,2.796875,2.8125,59200
165,1988-07-01,2.796875,2.84375,2.796875,2.8203125,59200
166,1988-07-05,2.78125,2.828125,2.765625,2.796875,621600
167,1988-07-06,2.5,2.75,2.34375,2.546875,1889600
168,1988-07-07,2.59375,2.609375,2.5,2.5546875,314400
169,1988-07-08,2.578125,2.609375,2.578125,2.59375,454400
170,1988-07-11,2.609375,2.609375,2.578125,2.59375,515200
171,1988-07-12,2.5625,2.609375,2.546875,2.578125,377600
172,1988-07-13,2.53125,2.546875,2.515625,2.53125,44800
173,1988-07-14,2.546875,2.546875,2.515625,2.53125,20000
174,1988-07-15,2.546875,2.578125,2.53125,2.5546875,182400
175,1988-07-18,2.609375,2.671875,2.5625,2.6171875,1094400
176,1988-07-19,2.59375,2.640625,2.59375,2.6171875,413600
177,1988-07-20,2.71875,2.71875,2.5625,2.640625,1303200
178,1988-07-21,2.84375,2.9375,2.75,2.84375,3409600
179,1988-07-22,2.84375,2.90625,2.8125,2.859375,865600
180,1988-07-25,2.84375,2.859375,2.828125,2.84375,193600
181,1988-07-26,2.859375,2.921875,2.84375,2.8828125,208800
182,1988-07-27,2.890625,2.96875,2.875,2.921875,619200
183,1988-07-28,2.828125,2.90625,2.6875,2.796875,698400
184,1988-07-29,2.859375,2.96875,2.828125,2.8984375,688800
185,1988-08-01,3.15625,3.21875,2.890625,3.0546875,3086400
186,1988-08-02,3.09375,3.25,2.828125,3.0390625,1232000
187,1988-08-03,3.015625,3.109375,3.015625,3.0625,400000
188,1988-08-04,3.0,3.03125,2.953125,2.9921875,296800
189,1988-08-05,2.96875,3.015625,2.96875,2.9921875,244000
190,1988-08-08,2.921875,3.0,2.921875,2.9609375,499200
191,1988-08-09,2.90625,2.9375,2.75,2.84375,818400
192,1988-08-10,2.90625,2.96875,2.890625,2.9296875,803200
193,1988-08-11,3.0,3.0,2.921875,2.9609375,173600
194,1988-08-12,3.0,3.0625,2.9375,3.0,568000
195,1988-08-15,3.0,3.0,2.984375,2.9921875,181600
196,1988-08-16,2.984375,3.0,2.953125,2.9765625,51200
197,1988-08-17,3.0,3.0,2.984375,2.9921875,194400
198,1988-08-18,2.9375,3.0,2.9375,2.96875,413600
199,1988-08-19,2.953125,2.953125,2.921875,2.9375,69600
200,1988-08-22,3.078125,3.078125,2.921875,3.0,705600
201,1988-08-23,3.0625,3.0625,3.046875,3.0546875,162400
202,1988-08-24,3.21875,3.21875,3.03125,3.125,345600
203,1988-08-25,3.0625,3.203125,3.0625,3.1328125,671200
204,1988-08-26,3.0625,3.078125,3.0625,3.0703125,113600
205,1988-08-29,3.015625,3.09375,2.96875,3.03125,492000
206,1988-08-30,3.0,3.015625,3.0,3.0078125,101600
207,1988-08-31,3.0,3.078125,3.0,3.0390625,125600
208,1988-09-01,3.0,3.03125,3.0,3.015625,496800
209,1988-09-02,3.015625,3.046875,3.015625,3.03125,45600
210,1988-09-06,3.0625,3.109375,3.046875,3.078125,60000
211,1988-09-07,3.0625,3.125,3.0625,3.09375,71200
212,1988-09-08,3.09375,3.09375,3.078125,3.0859375,25600
213,1988-09-09,3.140625,3.1875,3.109375,3.1484375,190400
214,1988-09-12,3.140625,3.1875,3.140625,3.1640625,55200
215,1988-09-13,3.15625,3.15625,3.125,3.140625,46400
216,1988-09-14,3.140625,3.171875,3.125,3.1484375,95200
217,1988-09-15,3.109375,3.140625,3.109375,3.125,88000
218,1988-09-16,3.125,3.15625,3.125,3.140625,238400
219,1988-09-19,3.109375,3.125,3.109375,3.1171875,9600
220,1988-09-20,3.078125,3.109375,3.046875,3.078125,55200
221,1988-09-21,3.109375,3.109375,3.0625,3.0859375,147200
222,1988-09-22,3.109375,3.125,3.09375,3.109375,427200
223,1988-09-23,3.109375,3.109375,3.09375,3.1015625,36800
224,1988-09-26,3.078125,3.09375,3.078125,3.0859375,229600
225,1988-09-27,3.125,3.125,3.078125,3.1015625,495200
226,1988-09-28,3.21875,3.328125,3.21875,3.2734375,505600
227,1988-09-29,3.171875,3.25,3.171875,3.2109375,76800
228,1988-09-30,3.203125,3.203125,3.140625,3.171875,187200
229,1988-10-03,3.203125,3.203125,3.171875,3.1875,139200
230,1988-10-04,3.203125,3.21875,3.203125,3.2109375,88000
231,1988-10-05,3.125,3.171875,3.09375,3.1328125,145600
232,1988-10-06,3.125,3.171875,3.09375,3.1328125,91200
233,1988-10-07,3.1875,3.1875,3.125,3.15625,221600
234,1988-10-10,3.1875,3.234375,3.15625,3.1953125,97600
235,1988-10-11,3.1875,3.1875,3.1875,3.1875,176000
236,1988-10-12,3.21875,3.234375,3.203125,3.21875,256000
237,1988-10-13,3.203125,3.234375,3.203125,3.21875,159200
238,1988-10-14,3.265625,3.28125,3.203125,3.2421875,916000
239,1988-10-17,3.28125,3.296875,3.234375,3.265625,539200
240,1988-10-18,3.25,3.265625,3.21875,3.2421875,105600
241,1988-10-19,3.234375,3.265625,3.234375,3.25,20800
242,1988-10-20,3.28125,3.28125,3.21875,3.25,896800
243,1988-10-21,3.296875,3.296875,3.25,3.2734375,557600
244,1988-10-24,3.359375,3.390625,3.3125,3.3515625,192800
245,1988-10-25,3.5,3.546875,3.4375,3.4921875,561600
246,1988-10-26,3.5,3.515625,3.4375,3.4765625,96000
247,1988-10-27,3.453125,3.484375,3.4375,3.4609375,42400
248,1988-10-28,3.5,3.5,3.421875,3.4609375,176000
249,1988-10-31,3.46875,3.484375,3.453125,3.46875,121600
250,1988-11-01,3.46875,3.5,3.453125,3.4765625,96000
251,1988-11-02,3.453125,3.5,3.453125,3.4765625,131200
252,1988-11-03,3.4375,3.5,3.4375,3.46875,134400
253,1988-11-04,3.421875,3.453125,3.421875,3.4375,75200
254,1988-11-07,3.265625,3.40625,3.25,3.328125,163200
255,1988-11-08,3.328125,3.328125,3.234375,3.28125,128800
256,1988-11-09,3.296875,3.328125,3.296875,3.3125,69600
257,1988-11-10,3.296875,3.3125,3.296875,3.3046875,4800
258,1988-11-11,3.28125,3.296875,3.234375,3.265625,172800
259,1988-11-14,3.265625,3.28125,3.25,3.265625,64000
260,1988-11-15,3.234375,3.265625,3.234375,3.25,25600
261,1988-11-16,3.125,3.25,3.09375,3.171875,225600
262,1988-11-17,3.140625,3.15625,3.125,3.140625,10400
263,1988-11-18,3.046875,3.140625,3.03125,3.0859375,111200
264,1988-11-21,3.0,3.09375,2.96875,3.03125,285600
265,1988-11-22,2.96875,3.03125,2.953125,2.9921875,72800
266,1988-11-23,2.921875,2.96875,2.90625,2.9375,246400
267,1988-11-25,2.875,2.90625,2.859375,2.8828125,50400
268,1988-11-28,2.90625,2.90625,2.875,2.890625,340000
269,1988-11-29,2.984375,3.0,2.875,2.9375,283200
270,1988-11-30,3.03125,3.03125,3.0,3.015625,32800
271,1988-12-01,3.03125,3.03125,3.015625,3.0234375,11200
272,1988-12-02,3.015625,3.015625,3.015625,3.015625,12800
273,1988-12-05,3.078125,3.078125,3.03125,3.0546875,72000
274,1988-12-06,3.09375,3.09375,3.078125,3.0859375,239200
275,1988-12-07,3.109375,3.109375,3.078125,3.09375,81600
276,1988-12-08,3.078125,3.078125,3.078125,3.078125,18400
277,1988-12-09,3.125,3.171875,3.09375,3.1328125,127200
278,1988-12-12,3.171875,3.1875,3.140625,3.1640625,96000
279,1988-12-13,3.15625,3.1875,3.15625,3.171875,291200
280,1988-12-14,3.234375,3.25,3.1875,3.21875,84000
281,1988-12-15,3.3125,3.3125,3.203125,3.2578125,135200
282,1988-12-16,3.390625,3.390625,3.328125,3.359375,133600
283,1988-12-19,3.359375,3.421875,3.359375,3.390625,144000
284,1988-12-20,3.359375,3.359375,3.328125,3.34375,90400
285,1988-12-21,3.3125,3.359375,3.28125,3.3203125,133600
286,1988-12-22,3.28125,3.375,3.265625,3.3203125,275200
287,1988-12-23,3.390625,3.390625,3.25,3.3203125,205600
288,1988-12-27,3.375,3.40625,3.375,3.390625,368000
289,1988-12-28,3.34375,3.375,3.34375,3.359375,219200
290,1988-12-29,3.328125,3.34375,3.3125,3.328125,487200
291,1988-12-30,3.328125,3.328125,3.296875,3.3125,192800
292,1989-01-03,3.3125,3.3125,3.296875,3.3046875,96800
293,1989-01-04,3.46875,3.46875,3.296875,3.3828125,522400
294,1989-01-05,3.484375,3.484375,3.4375,3.4609375,94400
295,1989-01-06,3.546875,3.5625,3.421875,3.4921875,349600
296,1989-01-09,3.53125,3.5625,3.5,3.53125,144000
297,1989-01-10,3.625,3.625,3.53125,3.578125,244000
298,1989-01-11,3.65625,3.671875,3.578125,3.625,161600
299,1989-01-12,3.625,3.671875,3.609375,3.640625,88000
300,1989-01-13,3.59375,3.640625,3.59375,3.6171875,96800
301,1989-01-16,3.6875,3.703125,3.59375,3.6484375,333600
302,1989-01-17,3.703125,3.71875,3.671875,3.6953125,186400
303,1989-01-18,3.6875,3.703125,3.65625,3.6796875,151200
304,1989-01-19,3.734375,3.75,3.703125,3.7265625,532000
305,1989-01-20,3.703125,3.75,3.703125,3.7265625,62400
306,1989-01-23,3.640625,3.6875,3.625,3.65625,140000
307,1989-01-24,3.625,3.65625,3.609375,3.6328125,267200
308,1989-01-25,3.65625,3.6875,3.625,3.65625,174400
309,1989-01-26,3.6875,3.71875,3.640625,3.6796875,98400
310,1989-01-27,3.828125,3.828125,3.703125,3.765625,708000
311,1989-01-30,3.75,3.921875,3.734375,3.828125,292800
312,1989-01-31,3.84375,3.84375,3.734375,3.7890625,360800
313,1989-02-01,3.921875,3.9375,3.859375,3.8984375,289600
314,1989-02-02,3.96875,4.046875,3.921875,3.984375,705600
315,1989-02-03,3.84375,3.9375,3.84375,3.890625,435200
316,1989-02-06,3.890625,3.890625,3.84375,3.8671875,138400
317,1989-02-07,3.921875,3.9375,3.875,3.90625,372800
318,1989-02-08,3.9375,3.9375,3.890625,3.9140625,110400
319,1989-02-09,3.96875,3.96875,3.953125,3.9609375,528000
320,1989-02-10,3.890625,3.953125,3.890625,3.921875,182400
321,1989-02-13,3.84375,3.875,3.828125,3.8515625,70400
322,1989-02-14,3.78125,3.84375,3.78125,3.8125,67200
323,1989-02-15,3.84375,3.84375,3.71875,3.78125,108000
324,1989-02-16,3.875,3.875,3.8125,3.84375,36800
325,1989-02-17,3.78125,3.859375,3.765625,3.8125,244000
326,1989-02-21,3.765625,3.90625,3.765625,3.8359375,294400
327,1989-02-22,3.859375,3.90625,3.859375,3.8828125,140800
328,1989-02-23,3.828125,3.84375,3.8125,3.828125,140000
329,1989-02-24,3.828125,3.828125,3.8125,3.8203125,80000
330,1989-02-27,3.734375,3.78125,3.734375,3.7578125,151200
331,1989-02-28,3.734375,3.75,3.734375,3.7421875,27200
332,1989-03-01,3.78125,3.796875,3.75,3.7734375,36000
333,1989-03-02,3.796875,3.8125,3.78125,3.796875,25600
334,1989-03-03,3.75,3.78125,3.75,3.765625,40800
335,1989-03-06,3.78125,3.78125,3.75,3.765625,51200
336,1989-03-07,3.765625,3.78125,3.75,3.765625,49600
337,1989-03-08,3.6875,3.75,3.6875,3.71875,365600
338,1989-03-09,3.53125,3.6875,3.5,3.59375,150400
339,1989-03-10,3.484375,3.5,3.453125,3.4765625,283200
340,1989-03-13,3.484375,3.5,3.46875,3.484375,215200
341,1989-03-14,3.5,3.515625,3.5,3.5078125,60000
342,1989-03-15,3.5,3.53125,3.484375,3.5078125,98400
343,1989-03-16,3.484375,3.53125,3.46875,3.5,389600
344,1989-03-17,3.3125,3.484375,3.296875,3.390625,420800
345,1989-03-20,3.25,3.34375,3.21875,3.28125,672000
346,1989-03-21,3.28125,3.296875,3.265625,3.28125,204000
347,1989-03-22,3.28125,3.296875,3.28125,3.2890625,119200
348,1989-03-23,3.296875,3.3125,3.296875,3.3046875,188000
349,1989-03-27,3.3125,3.359375,3.28125,3.3203125,329600
350,1989-03-28,3.359375,3.359375,3.328125,3.34375,71200
351,1989-03-29,3.359375,3.375,3.3125,3.34375,192000
352,1989-03-30,3.3125,3.359375,3.3125,3.3359375,149600
353,1989-03-31,3.40625,3.40625,3.328125,3.3671875,153600
354,1989-04-03,3.5,3.5625,3.40625,3.484375,461600
355,1989-04-04,3.5,3.515625,3.46875,3.4921875,111200
356,1989-04-05,3.515625,3.53125,3.453125,3.4921875,109600
357,1989-04-06,3.53125,3.53125,3.5,3.515625,722400
358,1989-04-07,3.515625,3.546875,3.46875,3.5078125,531200
359,1989-04-10,3.4375,3.515625,3.4375,3.4765625,310400
360,1989-04-11,3.40625,3.46875,3.40625,3.4375,82400
361,1989-04-12,3.421875,3.421875,3.34375,3.3828125,94400
362,1989-04-13,3.3125,3.46875,3.3125,3.390625,502400
363,1989-04-14,3.375,3.46875,3.34375,3.40625,592000
364,1989-04-17,3.4375,3.453125,3.40625,3.4296875,414400
365,1989-04-18,3.421875,3.453125,3.40625,3.4296875,324800
366,1989-04-19,3.4375,3.4375,3.421875,3.4296875,70400
367,1989-04-20,3.4375,3.46875,3.40625,3.4375,717600
368,1989-04-21,3.46875,3.46875,3.453125,3.4609375,117600
369,1989-04-24,3.796875,3.859375,3.5,3.6796875,3832000
370,1989-04-25,3.796875,3.90625,3.703125,3.8046875,1914400
371,1989-04-26,3.78125,3.828125,3.75,3.7890625,712000
372,1989-04-27,3.859375,3.875,3.78125,3.828125,453600
373,1989-04-28,3.828125,3.875,3.8125,3.84375,331200
374,1989-05-01,3.921875,3.921875,3.828125,3.875,240800
375,1989-05-02,3.96875,3.984375,3.9375,3.9609375,221600
376,1989-05-03,3.953125,3.984375,3.953125,3.96875,384000
377,1989-05-04,3.875,3.9375,3.84375,3.890625,214400
378,1989-05-05,3.890625,3.90625,3.859375,3.8828125,345600
379,1989-05-08,3.890625,3.921875,3.875,3.8984375,158400
380,1989-05-09,3.921875,3.953125,3.875,3.9140625,183200
381,1989-05-10,3.890625,3.90625,3.875,3.890625,330400
382,1989-05-11,3.890625,3.90625,3.875,3.890625,215200
383,1989-05-12,3.90625,3.921875,3.875,3.8984375,326400
384,1989-05-15,3.953125,4.0,3.921875,3.9609375,227200
385,1989-05-16,4.0,4.015625,3.953125,3.984375,302400
386,1989-05-17,3.953125,4.03125,3.953125,3.9921875,127200
387,1989-05-18,3.921875,3.984375,3.921875,3.953125,77600
388,1989-05-19,3.953125,4.015625,3.953125,3.984375,548800
389,1989-05-22,3.90625,4.015625,3.890625,3.953125,121600
390,1989-05-23,3.953125,3.984375,3.9375,3.9609375,72800
391,1989-05-24,3.9375,3.9375,3.890625,3.9140625,119200
392,1989-05-25,3.890625,3.953125,3.890625,3.921875,81600
393,1989-05-26,3.921875,3.96875,3.90625,3.9375,860800
394,1989-05-30,3.953125,4.03125,3.953125,3.9921875,451200
395,1989-05-31,4.046875,4.046875,3.96875,4.0078125,290400
396,1989-06-01,4.0625,4.078125,4.015625,4.046875,189600
397,1989-06-02,4.078125,4.09375,4.0625,4.078125,295200
398,1989-06-05,4.0625,4.15625,4.046875,4.1015625,188000
399,1989-06-06,4.0625,4.09375,4.046875,4.0703125,48800
400,1989-06-07,3.9375,4.03125,3.9375,3.984375,315200
401,1989-06-08,3.9375,3.984375,3.921875,3.953125,172800
402,1989-06-09,3.953125,3.96875,3.953125,3.9609375,31200
403,1989-06-12,3.9375,3.953125,3.84375,3.8984375,301600
404,1989-06-13,3.90625,3.9375,3.90625,3.921875,45600
405,1989-06-14,3.90625,3.9375,3.859375,3.8984375,600800
406,1989-06-15,3.953125,3.984375,3.921875,3.953125,128000
407,1989-06-16,3.9375,3.9375,3.90625,3.921875,209600
408,1989-06-19,3.9375,3.96875,3.921875,3.9453125,221600
409,1989-06-20,3.828125,3.9375,3.828125,3.8828125,294400
410,1989-06-21,3.8125,3.84375,3.78125,3.8125,237600
411,1989-06-22,3.8125,3.84375,3.796875,3.8203125,376800
412,1989-06-23,3.84375,3.875,3.8125,3.84375,430400
413,1989-06-26,3.84375,3.859375,3.8125,3.8359375,88800
414,1989-06-27,3.765625,3.828125,3.75,3.7890625,241600
415,1989-06-28,3.71875,3.765625,3.71875,3.7421875,193600
416,1989-06-29,3.65625,3.71875,3.609375,3.6640625,459200
417,1989-06-30,3.5,3.640625,3.5,3.5703125,370400
418,1989-07-03,3.5625,3.609375,3.5,3.5546875,161600
419,1989-07-05,3.640625,3.671875,3.46875,3.5703125,903200
420,1989-07-06,3.71875,3.71875,3.625,3.671875,179200
421,1989-07-07,3.796875,3.84375,3.703125,3.7734375,69600
422,1989-07-10,3.78125,3.8125,3.765625,3.7890625,32000
423,1989-07-11,3.796875,3.828125,3.765625,3.796875,178400
424,1989-07-12,3.796875,3.796875,3.78125,3.7890625,108000
425,1989-07-13,3.75,3.796875,3.71875,3.7578125,16800
426,1989-07-14,3.65625,3.71875,3.625,3.671875,372800
427,1989-07-17,3.625,3.65625,3.609375,3.6328125,108000
428,1989-07-18,3.671875,3.6875,3.640625,3.6640625,89600
429,1989-07-19,3.65625,3.671875,3.59375,3.6328125,204000
430,1989-07-20,3.6875,3.75,3.640625,3.6953125,210400
431,1989-07-21,3.640625,3.671875,3.625,3.6484375,260000
432,1989-07-24,3.625,3.625,3.59375,3.609375,109600
433,1989-07-25,3.625,3.640625,3.625,3.6328125,540800
434,1989-07-26,3.625,3.625,3.59375,3.609375,201600
435,1989-07-27,3.671875,3.71875,3.625,3.671875,881600
